_id/$oid,protocol,hpfeed_id/$oid,timestamp/$date,source_ip,source_port,destination_port,identifier,honeypot,destination_ip/0,snort/priority,snort/header,snort/classification,snort/signature,sensor,attachments/0/hashes/sha512,attachments/0/hashes/md5,attachments/0/description
66160d4c616a1e7d9c624399,pcap,66160d4b616a1e7d9c624396,2024-04-10T03:53:47.185Z,35.203.211.31,53082,9788,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d4c616a1e7d9c62439a,pcap,66160d4a616a1e7d9c624395,2024-04-10T03:53:46.066Z,162.216.149.166,49906,46677,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d58616a1e7d9c62439c,TCP,66160d57616a1e7d9c62439b,2024-04-10T03:53:59.306Z,167.94.145.91,33794,2547,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d5b616a1e7d9c62439f,pcap,66160d5b616a1e7d9c62439e,2024-04-10T03:54:03.705Z,35.203.211.5,54197,9460,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d5b616a1e7d9c6243a0,pcap,66160d59616a1e7d9c62439d,2024-04-10T03:54:01.074Z,162.216.150.151,50160,8818,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d61616a1e7d9c6243a3,TCP,66160d60616a1e7d9c6243a2,2024-04-10T03:54:08.530Z,35.203.210.209,54529,9508,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d61616a1e7d9c6243a4,TCP,66160d60616a1e7d9c6243a1,2024-04-10T03:54:08.522Z,35.203.210.209,54529,9508,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403342:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 22,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d64616a1e7d9c6243a8,TCP,66160d64616a1e7d9c6243a7,2024-04-10T03:54:12.622Z,35.203.210.165,49250,40022,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d64616a1e7d9c6243a9,TCP,66160d64616a1e7d9c6243a6,2024-04-10T03:54:12.619Z,35.203.210.165,49250,40022,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403340:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 21,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d64616a1e7d9c6243aa,pcap,66160d64616a1e7d9c6243a5,2024-04-10T03:54:12.049Z,104.156.155.7,56861,8095,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d67616a1e7d9c6243ad,pcap,66160d65616a1e7d9c6243ac,2024-04-10T03:54:13.168Z,113.200.98.17,40902,2376,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d67616a1e7d9c6243ae,pcap,66160d64616a1e7d9c6243ab,2024-04-10T03:54:12.833Z,198.235.24.19,50135,179,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d6a616a1e7d9c6243b2,pcap,66160d6a616a1e7d9c6243b1,2024-04-10T03:54:18.154Z,79.110.62.140,55987,9410,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d6a616a1e7d9c6243b3,TCP,66160d69616a1e7d9c6243b0,2024-04-10T03:54:17.747Z,35.203.210.28,51238,2001,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d6a616a1e7d9c6243b4,TCP,66160d69616a1e7d9c6243af,2024-04-10T03:54:17.738Z,35.203.210.28,51238,2001,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403344:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 23,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d70616a1e7d9c6243b6,TCP,66160d6e616a1e7d9c6243b5,2024-04-10T03:54:22.857Z,89.248.163.200,58575,9090,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525036:969,30,ET 3CORESec Poor Reputation IP TCP group 19,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d73616a1e7d9c6243b9,pcap,66160d73616a1e7d9c6243b8,2024-04-10T03:54:27.505Z,80.66.83.47,57108,6108,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d73616a1e7d9c6243ba,pcap,66160d72616a1e7d9c6243b7,2024-04-10T03:54:26.441Z,79.124.59.202,40976,63563,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d79616a1e7d9c6243bc,pcap,66160d79616a1e7d9c6243bb,2024-04-10T03:54:33.553Z,141.98.7.183,56443,8728,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d7f616a1e7d9c6243c0,pcap,66160d7f616a1e7d9c6243bf,2024-04-10T03:54:39.489Z,91.240.118.215,45902,48510,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d7f616a1e7d9c6243c1,pcap,66160d7e616a1e7d9c6243be,2024-04-10T03:54:38.259Z,91.148.190.134,40976,16831,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d7f616a1e7d9c6243c2,TCP,66160d7d616a1e7d9c6243bd,2024-04-10T03:54:37.194Z,193.163.125.236,58539,24188,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d82616a1e7d9c6243c5,pcap,66160d82616a1e7d9c6243c4,2024-04-10T03:54:42.625Z,35.203.210.229,53183,46114,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d82616a1e7d9c6243c6,pcap,66160d81616a1e7d9c6243c3,2024-04-10T03:54:41.226Z,162.216.150.251,54412,9394,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d85616a1e7d9c6243cc,pcap,66160d83616a1e7d9c6243cb,2024-04-10T03:54:43.634Z,193.163.125.168,44256,2554,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d85616a1e7d9c6243cd,TCP,66160d83616a1e7d9c6243ca,2024-04-10T03:54:43.346Z,35.203.210.170,53438,47399,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d85616a1e7d9c6243ce,TCP,66160d83616a1e7d9c6243c9,2024-04-10T03:54:43.344Z,35.203.210.170,53438,47399,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403340:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 21,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d85616a1e7d9c6243cf,TCP,66160d83616a1e7d9c6243c8,2024-04-10T03:54:43.342Z,35.203.211.237,52498,48169,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d85616a1e7d9c6243d0,TCP,66160d83616a1e7d9c6243c7,2024-04-10T03:54:43.339Z,35.203.211.237,52498,48169,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403354:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 28,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d88616a1e7d9c6243d2,pcap,66160d87616a1e7d9c6243d1,2024-04-10T03:54:47.161Z,162.142.125.183,8342,19084,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160d8e616a1e7d9c6243d4,TCP,66160d8c616a1e7d9c6243d3,2024-04-10T03:54:52.554Z,162.216.150.189,57097,10081,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d91616a1e7d9c6243d7,TCP,66160d90616a1e7d9c6243d6,2024-04-10T03:54:56.652Z,162.216.150.113,50417,45882,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160d91616a1e7d9c6243d8,pcap,66160d8e616a1e7d9c6243d5,2024-04-10T03:54:54.945Z,79.110.62.140,55987,10602,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160da0616a1e7d9c6243da,TCP,66160da0616a1e7d9c6243d9,2024-04-10T03:55:12.009Z,167.94.146.17,1488,7443,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160da3616a1e7d9c6243dd,pcap,66160da2616a1e7d9c6243dc,2024-04-10T03:55:14.825Z,79.124.58.18,56354,14337,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160da3616a1e7d9c6243de,pcap,66160da1616a1e7d9c6243db,2024-04-10T03:55:13.257Z,104.156.155.7,56861,56076,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160da6616a1e7d9c6243e1,TCP,66160da6616a1e7d9c6243e0,2024-04-10T03:55:18.164Z,35.203.210.235,51273,56790,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160da6616a1e7d9c6243e2,TCP,66160da6616a1e7d9c6243df,2024-04-10T03:55:18.154Z,35.203.210.235,51273,56790,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403342:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 22,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160da9616a1e7d9c6243e4,pcap,66160da9616a1e7d9c6243e3,2024-04-10T03:55:21.097Z,162.216.150.53,53181,41005,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160db5616a1e7d9c6243e6,pcap,66160db4616a1e7d9c6243e5,2024-04-10T03:55:32.353Z,35.203.211.231,51667,22001,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dbe616a1e7d9c6243e8,pcap,66160dbe616a1e7d9c6243e7,2024-04-10T03:55:42.544Z,162.216.149.243,49501,58888,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dc1616a1e7d9c6243ea,TCP,66160dc0616a1e7d9c6243e9,2024-04-10T03:55:44.778Z,205.210.31.50,49743,5908,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160dc4616a1e7d9c6243ed,pcap,66160dc4616a1e7d9c6243ec,2024-04-10T03:55:48.313Z,104.156.155.7,56861,3556,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dc4616a1e7d9c6243ee,pcap,66160dc3616a1e7d9c6243eb,2024-04-10T03:55:47.361Z,35.203.211.140,50675,8811,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dc7616a1e7d9c6243f0,pcap,66160dc6616a1e7d9c6243ef,2024-04-10T03:55:50.106Z,115.231.78.3,43087,20201,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dcd616a1e7d9c6243f3,pcap,66160dcd616a1e7d9c6243f2,2024-04-10T03:55:57.609Z,206.168.34.152,37778,18798,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dcd616a1e7d9c6243f4,pcap,66160dcc616a1e7d9c6243f1,2024-04-10T03:55:56.433Z,162.216.150.194,50854,9657,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd0616a1e7d9c6243f8,pcap,66160dce616a1e7d9c6243f7,2024-04-10T03:55:58.118Z,61.91.120.101,1024,3381,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd0616a1e7d9c6243f9,pcap,66160dce616a1e7d9c6243f6,2024-04-10T03:55:58.114Z,61.91.120.101,1024,3381,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd0616a1e7d9c6243fa,pcap,66160dce616a1e7d9c6243f5,2024-04-10T03:55:58.057Z,52.91.145.26,57497,79,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd6616a1e7d9c6243fc,pcap,66160dd6616a1e7d9c6243fb,2024-04-10T03:56:06.569Z,162.216.150.15,49600,49657,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd9616a1e7d9c624400,pcap,66160dd7616a1e7d9c6243ff,2024-04-10T03:56:07.465Z,35.203.210.169,53961,13905,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160dd9616a1e7d9c624401,TCP,66160dd7616a1e7d9c6243fe,2024-04-10T03:56:07.309Z,193.163.125.229,44077,51622,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160dd9616a1e7d9c624402,TCP,66160dd7616a1e7d9c6243fd,2024-04-10T03:56:07.306Z,162.216.150.141,55336,49206,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160ddc616a1e7d9c624404,pcap,66160ddc616a1e7d9c624403,2024-04-10T03:56:12.450Z,35.203.210.157,52240,6973,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de2616a1e7d9c624408,TCP,66160de2616a1e7d9c624407,2024-04-10T03:56:18.578Z,35.203.211.46,54291,9885,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160de2616a1e7d9c624409,TCP,66160de2616a1e7d9c624406,2024-04-10T03:56:18.570Z,35.203.211.46,54291,9885,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403354:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 28,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160de2616a1e7d9c62440a,pcap,66160de0616a1e7d9c624405,2024-04-10T03:56:16.649Z,146.88.240.156,54650,8291,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de5616a1e7d9c62440d,pcap,66160de4616a1e7d9c62440c,2024-04-10T03:56:20.177Z,104.156.155.7,56861,9003,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de5616a1e7d9c62440e,TCP,66160de3616a1e7d9c62440b,2024-04-10T03:56:19.593Z,198.235.24.32,53915,5985,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160de8616a1e7d9c624413,pcap,66160de8616a1e7d9c624412,2024-04-10T03:56:24.545Z,91.240.118.243,55799,1443,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de8616a1e7d9c624414,pcap,66160de7616a1e7d9c624411,2024-04-10T03:56:23.537Z,104.156.155.7,56861,4445,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de8616a1e7d9c624415,pcap,66160de6616a1e7d9c624410,2024-04-10T03:56:22.417Z,162.142.125.189,49450,18074,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160de8616a1e7d9c624416,pcap,66160de6616a1e7d9c62440f,2024-04-10T03:56:22.193Z,80.66.83.49,59854,8799,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160df1616a1e7d9c624419,pcap,66160df0616a1e7d9c624418,2024-04-10T03:56:32.553Z,35.203.211.234,50546,45085,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160df1616a1e7d9c62441a,pcap,66160def616a1e7d9c624417,2024-04-10T03:56:31.993Z,193.163.125.155,45437,835,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e00616a1e7d9c624421,TCP,66160e00616a1e7d9c624420,2024-04-10T03:56:48.269Z,35.203.210.95,56832,49153,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e00616a1e7d9c624422,TCP,66160e00616a1e7d9c62441f,2024-04-10T03:56:48.266Z,35.203.210.95,56832,49153,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403346:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 24,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e00616a1e7d9c624423,pcap,66160dff616a1e7d9c62441e,2024-04-10T03:56:47.449Z,35.203.210.199,56058,30011,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e00616a1e7d9c624424,TCP,66160dff616a1e7d9c62441d,2024-04-10T03:56:47.243Z,162.216.149.151,55553,25829,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e00616a1e7d9c624425,pcap,66160dff616a1e7d9c62441c,2024-04-10T03:56:47.170Z,35.203.210.8,51710,48267,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e00616a1e7d9c624426,pcap,66160dfe616a1e7d9c62441b,2024-04-10T03:56:46.107Z,193.163.125.164,41168,12990,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e03616a1e7d9c624428,pcap,66160e01616a1e7d9c624427,2024-04-10T03:56:49.297Z,162.142.125.178,30175,9075,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e0a616a1e7d9c62442c,pcap,66160e09616a1e7d9c62442b,2024-04-10T03:56:57.698Z,162.216.149.136,55268,9997,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e0a616a1e7d9c62442d,pcap,66160e09616a1e7d9c62442a,2024-04-10T03:56:57.473Z,35.203.211.69,49296,9117,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e0a616a1e7d9c62442e,pcap,66160e07616a1e7d9c624429,2024-04-10T03:56:55.905Z,91.148.190.130,41092,41141,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e13616a1e7d9c624431,TCP,66160e10616a1e7d9c624430,2024-04-10T03:57:04.658Z,185.224.128.43,52252,83,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e13616a1e7d9c624432,TCP,66160e10616a1e7d9c62442f,2024-04-10T03:57:04.650Z,185.224.128.43,52252,83,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2525014:969,30,ET 3CORESec Poor Reputation IP TCP group 8,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e16616a1e7d9c624434,TCP,66160e13616a1e7d9c624433,2024-04-10T03:57:07.722Z,162.216.150.183,53008,51122,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e1c616a1e7d9c624437,pcap,66160e1a616a1e7d9c624436,2024-04-10T03:57:14.777Z,79.110.62.140,55987,9527,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e1c616a1e7d9c624438,pcap,66160e19616a1e7d9c624435,2024-04-10T03:57:13.041Z,205.210.31.33,54283,50997,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e1f616a1e7d9c62443e,pcap,66160e1f616a1e7d9c62443d,2024-04-10T03:57:19.033Z,94.232.41.124,41392,42729,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e1f616a1e7d9c62443f,TCP,66160e1d616a1e7d9c62443c,2024-04-10T03:57:17.962Z,162.216.150.225,52265,57955,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e1f616a1e7d9c624440,pcap,66160e1d616a1e7d9c62443b,2024-04-10T03:57:17.353Z,162.142.125.184,35039,38520,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e1f616a1e7d9c624441,TCP,66160e1c616a1e7d9c62443a,2024-04-10T03:57:16.938Z,162.216.149.223,49385,56332,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e1f616a1e7d9c624442,pcap,66160e1c616a1e7d9c624439,2024-04-10T03:57:16.625Z,162.142.125.179,46274,21310,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e25616a1e7d9c624444,pcap,66160e22616a1e7d9c624443,2024-04-10T03:57:22.617Z,79.110.62.140,55987,5670,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e28616a1e7d9c624446,pcap,66160e25616a1e7d9c624445,2024-04-10T03:57:25.698Z,162.142.125.185,54058,9071,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e2e616a1e7d9c624449,pcap,66160e2c616a1e7d9c624448,2024-04-10T03:57:32.866Z,84.54.51.37,44523,81,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e2e616a1e7d9c62444a,pcap,66160e2c616a1e7d9c624447,2024-04-10T03:57:32.585Z,104.156.155.7,56861,3524,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e34616a1e7d9c62444e,pcap,66160e32616a1e7d9c62444d,2024-04-10T03:57:38.242Z,78.128.114.2,40672,3264,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e34616a1e7d9c62444f,pcap,66160e31616a1e7d9c62444c,2024-04-10T03:57:37.514Z,35.203.210.104,56698,9873,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e34616a1e7d9c624450,TCP,66160e31616a1e7d9c62444b,2024-04-10T03:57:37.419Z,162.216.149.228,54560,3973,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e3a616a1e7d9c624452,pcap,66160e38616a1e7d9c624451,2024-04-10T03:57:44.961Z,80.66.83.140,56101,65201,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e43616a1e7d9c624454,TCP,66160e40616a1e7d9c624453,2024-04-10T03:57:52.777Z,162.216.149.166,50326,34449,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e46616a1e7d9c624457,pcap,66160e43616a1e7d9c624456,2024-04-10T03:57:55.825Z,79.124.59.202,41400,64641,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e46616a1e7d9c624458,pcap,66160e43616a1e7d9c624455,2024-04-10T03:57:55.601Z,162.142.125.177,64905,8105,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e49616a1e7d9c62445b,TCP,66160e46616a1e7d9c62445a,2024-04-10T03:57:58.926Z,35.203.211.206,55902,54526,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2402000:6966,30,ET DROP Dshield Block Listed Source group 1,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e49616a1e7d9c62445c,TCP,66160e46616a1e7d9c624459,2024-04-10T03:57:58.922Z,35.203.211.206,55902,54526,41a46812-f4c4-11ee-8a18-716c3fa0a742,snort,10.138.0.6,2,1:2403352:90990,30,ET CINS Active Threat Intelligence Poor Reputation IP TCP group 27,41a46812-f4c4-11ee-8a18-716c3fa0a742,,,
66160e4c616a1e7d9c62445f,pcap,66160e4a616a1e7d9c62445e,2024-04-10T03:58:02.713Z,35.203.210.93,49426,48168,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e4c616a1e7d9c624460,pcap,66160e49616a1e7d9c62445d,2024-04-10T03:58:01.929Z,104.156.155.7,56861,3112,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e55616a1e7d9c624463,pcap,66160e55616a1e7d9c624462,2024-04-10T03:58:13.129Z,205.210.31.5,49536,61616,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e55616a1e7d9c624464,pcap,66160e53616a1e7d9c624461,2024-04-10T03:58:11.057Z,162.216.149.105,51803,9532,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e5b616a1e7d9c624466,pcap,66160e59616a1e7d9c624465,2024-04-10T03:58:17.721Z,79.110.62.140,55987,8997,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e61616a1e7d9c62446a,pcap,66160e60616a1e7d9c624469,2024-04-10T03:58:24.889Z,62.204.41.40,45889,48473,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
66160e61616a1e7d9c62446b,pcap,66160e60616a1e7d9c624468,2024-04-10T03:58:24.833Z,104.156.155.7,56861,37777,9138a256-f4c1-11ee-8a18-716c3fa0a742,dionaea,,,,,,,,,
